ECG	Heart Rate
-0.0521851	0
-0.0244141	0
0.00732422	0
0.0427246	0
0.0820923	0
0.124817	0
0.170898	0
0.220337	0
0.273438	0
0.330505	0
0.391235	0
0.455017	0
0.52063	0
0.585938	0
0.649414	0
0.708923	0
0.76355	0
0.811768	0
0.852661	0
0.885925	0
0.911255	0
0.928345	0
0.93689	0
0.936279	0
0.926208	0
0.906067	0
0.875854	0
0.836182	0
0.787354	0
0.730591	0
0.666504	0
0.596313	0
0.520935	0
0.442505	0
0.362854	0
0.284119	0
0.20813	0
0.135803	0
0.0686646	0
0.00732422	0
-0.0473022	0
-0.0952148	0
-0.136108	0
-0.169678	0
-0.195923	0
-0.215454	0
-0.228577	0
-0.235291	0
-0.236816	0
-0.233154	0
-0.225525	0
-0.214233	0
-0.2005	0
-0.185242	0
-0.169373	0
